A,B
-0.6395721010530694,6.207928949879492
-0.2283873421457997,18.9589501462625
0.22666760110002995,30.59307972550174
,8.227181261569312
,12.864425756877967
0.20955033924805544,66.45455021594121
,3.7531277454266285
-0.2973776128619693,6.0355903677277745
0.04660831377129832,34.547567495471135
-1.4687105421977902,15.614035704707776
-0.1278877324862088,68.47319997014137
-0.1821234068589521,20.43957130729931
,8.829257756546184
-0.5930043315660148,130.04972038006372
0.010033921898668734,17.466323032857805
0.9846318538435453,2.9800921014296526
0.7214518454441508,30.672239303055363
0.3146153738628132,3.7507783439965823
0.04829714323712729,38.90170731768979
0.0033504541615442616,13.590360162171132
-0.8596650429721192,17.2220683690385
0.873638441152426,97.4295921939469
-0.9184308180734434,53.426758234453445
0.655464449459631,5.820052416372498
-0.6653169272467064,49.12711320597788
0.21985379201775748,19.990123571758343
-0.12218886715467733,20.046540015019954
-1.5759788682552818,78.25784968965046
0.9735538513063016,45.26845302924974
0.35358145057638674,8.477717409268434
-0.15323314242324043,11.644087687490607
0.7829488522705264,3.9480110901343934
-0.4421504932023935,3.2867262586075787
1.1740244396006085,7.865931272604391
-0.16114371991875723,83.58842856618055
-0.428933949343356,36.739603077943016
-0.8455644946474961,39.83974949337834
1.0508760521081935,11.996647323334363
,15.076527576441677
-0.2727036992489833,22.400868593577975
0.5163511448513228,33.76559808982366
0.8219884719401337,5.233523562640251
0.2223777600267078,9.964723939687032
-0.11591900569693536,6.340219762938787
-0.7743837949260584,19.339627746772337
0.12491894277288393,103.40368200433713
-1.176273601201128,60.70540709856012
0.5277719199258146,8.621729150767957
0.2221240257425036,34.698241660958445
-0.694946663698862,15.624804871806042
-0.6069309530184498,20.414577464574553
0.8708088402132723,14.139759809163882
0.4764955863483313,103.50870858076827
,8.934766483563811
-1.7003448985153966,10.220893400788556
,145.09130246122305
0.5115717452492557,39.469458169748634
-0.028936079084094516,10.280353847401404
0.45541920365494504,15.636666243967465
,4.0815215065724
0.25866167517533956,5.715226225217543
0.6863242645772097,26.493132502256554
,13.4740380828593
,8.133471438340436
-0.25295035275077116,13.029549052829804
-2.716759880601673,63.6585644214026
0.3690425481172302,3.1539004777039312
0.6435141415701577,5.643676981112457
0.5539061628777865,9.491705974590557
1.2774367559144635,3.3962821345627763
-0.42250014522613355,25.664551216928253
0.40523177710216746,105.94357709791491
-1.9457400302035972,118.51925895750644
0.5768067539718759,32.62980360547601
-0.3149039294305218,73.12582418590252
-2.252165795012925,5.498673888667211
0.13083106983640758,13.227804996270047
0.847015635602393,5.800323717660681
0.6837581855234622,141.50498360582677
0.10586413016920593,5.6710152927245785
-0.11345324690864296,28.476244104910087
-0.32049317058340426,5.353565160515194
-0.43963366313683777,60.5697523616545
