A,B
0.07944924863394409,3.1843403645746164
-0.03239726650156349,5.213337749610468
2.1239699565820445,4.736464686337344
0.812284099729728,3.587334089607175
1.4526567928259144,4.776681401235437
-0.24478655850516517,3.8624696411705624
1.1963291986619637,2.624698664805705
0.11696051011167452,3.873916627102882
1.1623522371219084,3.5897697302639227
-0.4602150382175707,4.207369168212929
0.24355862070398804,5.095894832401657
1.0558037396164552,3.6455359333931443
1.5013128178947817,3.2348686211515156
2.47947346824005,4.324521955609159
2.694780780740129,4.307448631050775
-0.0713138701048146,5.660278103379274
1.0175930275738647,3.5832776474095045
1.181883534546925,3.6367102249727403
-0.003793656412674151,4.433818723385332
0.8089389485176193,4.364380898166182
1.8110834950246968,2.9543533000746987
0.08914795835803668,5.869073088049541
1.9146309748895654,6.10691122026439
0.3876374296418411,4.4734356371923365
-0.31889474398683726,3.0079622508231476
1.09936486192751,3.98956534105601
0.05669829050108699,4.609399601046325
0.424241627021824,3.5807366092738095
0.20818307929502644,3.884355479280808
-0.9235104135719416,2.455629783413861
0.2371851328504595,3.914087677493155
2.6918341193192674,3.5199739403259094
1.1305325687679588,4.593572259952062
0.5174566759317132,4.466898354708863
1.566782379743652,5.2289820819115675
1.8768902139041599,4.964489302077611
1.0790834184587987,2.826567531836355
2.357258547164524,6.057285629023618
-1.0757836176739564,4.630782511271909
2.5216566315520366,4.79504448890131
0.5484501260245441,4.056391902423054
0.5010014446795573,4.918856625687505
0.9835138223026492,3.402793391286961
1.1364515213102093,3.7135942908304056
2.714883714953104,5.707529373924466
1.2925465481098368,2.807361229229491
1.4099786365018505,3.8348559077331226
0.5824445633831736,3.0862896827504303
0.8699822239022211,5.182753529532659
-1.1693944227986104,3.3621360160302416
0.4541966542856517,2.84467221706584
0.5430781373745286,4.311808805423573
1.5413667683575922,5.309518046040548
1.6631539345796376,5.517329786144042
1.2688526448079513,3.6426279049948085
0.27556219384882863,2.234342986886686
1.2967584884148615,4.3753519930122176
-0.32197471962852386,2.8757167332511377
2.1293917513860237,3.3635049203512706
1.4995880186288306,4.769770521336785
0.5822531537609179,1.8299759841918015
1.4919666551712614,3.6449126282236217
0.9084607854446061,4.443896604232883
0.5506011788014431,4.360184547654832
0.776713547476735,4.833063798376455
-0.5059141553066235,3.430930818000369
1.7177987342992358,3.6595613330182575
0.23691402141527662,2.8707623173671806
0.7322791529238273,3.475277978231099
0.7820446206899572,5.470924868540555
1.346060649584821,5.442503531054291
0.33089294947610703,3.6002691397946873
0.5626069204328495,1.9494809196072511
-0.601327860838818,4.365100457694178
2.41655602317492,5.289044582545456
-0.010660542169603549,4.911917162598748
1.3671636925115729,3.4148630813264664
-0.21092101360361637,3.902388872911211
1.2573742529620613,4.942596109950949
1.2102168200006207,3.3405295703794757
0.14623911940988976,4.976443481557142
0.7125382723949006,4.947682817478444
2.0637694638468806,3.0175627650811365
0.3643108843343834,3.5411075682413964
1.8100722889821839,1.7229660387561871
0.9984741084998343,4.132461334792792
1.1226885936280127,3.126451605645734
-0.35755415691281756,3.652996524077077
0.502143597644134,3.777372282988453
3.526173914753745,3.07302341596471
0.2576738610610808,5.841208043613199
-0.8101858612759676,6.012296358495176
1.051749089232666,2.849817190379452
0.5123162172744111,2.712041955118451
